"ID_EMPRESA";"NEMO";"NAME";"CATEGORY";"PRECIO_ULT"
"EXT85";"CTRA";"Coterra Energy";"EXTANJERA";27,3899993896484
"EXT86";"AMAT";"Applied Materials";"EXTANJERA";319,459991455078
"EXT87";"PEP";"PepsiCo";"EXTANJERA";145,869995117188
"EXT88";"APA";"APA Corporation";"EXTANJERA";25,3999996185303
"EXT89";"COP";"ConocoPhillips";"EXTANJERA";98,4499969482422
"EXT90";"VICI";"VICI Properties";"EXTANJERA";28,5100002288818
"EXT91";"CRM";"Salesforce Inc.";"EXTANJERA";229,399993896484
"EXT92";"V";"Visa Inc.";"EXTANJERA";328,489990234375
"EXT93";"FAST";"Fastenal";"EXTANJERA";43,7299995422363
"EXT94";"NWL";"Newell Brands";"EXTANJERA";4,36999988555908
"EXT95";"TXN";"Texas Instruments";"EXTANJERA";196,589996337891
"EXT96";"MS";"Morgan Stanley";"EXTANJERA";181,880004882812
"EXT97";"CAG";"Conagra Brands";"EXTANJERA";18,0900001525879
"EXT98";"AA";"Alcoa";"EXTANJERA";58,5499992370605
"EXT99";"DOC";"Healthpeak Properties";"EXTANJERA";17,7600002288818
"EXT100";"PANW";"Palo Alto Networks";"EXTANJERA";184,220001220703
"EXT101";"DD";"DuPont";"EXTANJERA";44,2000007629395
"EXT102";"MNST";"Monster Beverage";"EXTANJERA";81,1600036621094
"EXT103";"ABT";"Abbott Laboratories";"EXTANJERA";108,769996643066
"EXT104";"KR";"Kroger";"EXTANJERA";63,689998626709
"EXT105";"ABBV";"AbbVie";"EXTANJERA";220,770004272461
"EXT106";"PM";"Philip Morris International";"EXTANJERA";175,759994506836
"EXT107";"UNH";"UnitedHealth Group";"EXTANJERA";351,640014648438
"EXT108";"RTX";"RTX Corporation";"EXTANJERA";194,130004882812
"EXT109";"LVS";"Las Vegas Sands";"EXTANJERA";60,8800010681152
"EXT110";"ORLY";"O'Reilly Automotive";"EXTANJERA";100,23999786377
"EXT111";"TGT";"Target";"EXTANJERA";103,959999084473
"EXT112";"GE";"General Electric";"EXTANJERA";295,059997558594
"EXT113";"TSCO";"Tractor Supply";"EXTANJERA";55,560001373291
"EXT114";"GLW";"Corning";"EXTANJERA";94,9499969482422
"EXT115";"TJX";"TJX Companies";"EXTANJERA";150,080001831055
"EXT116";"EBAY";"eBay Inc.";"EXTANJERA";94,4199981689453
"EXT117";"CNC";"Centene";"EXTANJERA";46,2799987792969
"EXT118";"PPL";"PPL Corporation";"EXTANJERA";36,5
"EXT119";"UPS";"UPS";"EXTANJERA";106,970001220703
"EXT120";"CPRT";"Copart Inc.";"EXTANJERA";41,5400009155273
"EXT121";"CNP";"CenterPoint Energy";"EXTANJERA";39,4199981689453
"EXT122";"CL";"Colgate-Palmolive";"EXTANJERA";85,1999969482422
"EXT123";"CZR";"Caesars Entertainment";"EXTANJERA";22,3700008392334
"EXT124";"FTNT";"Fortinet";"EXTANJERA";83,0699996948242
"EXT125";"MOS";"Mosaic Company";"EXTANJERA";28,3299999237061
"EXT126";"SO";"Southern Company";"EXTANJERA";88,1600036621094
"EXT127";"CARR";"Carrier Global";"EXTANJERA";57,3699989318848
"EXT128";"D";"Dominion Energy";"EXTANJERA";60,2400016784668
"EXT129";"CFG";"Citizens Financial Group";"EXTANJERA";62,5200004577637
"EXT130";"FITB";"Fifth Third Bancorp";"EXTANJERA";50,4900016784668
"EXT131";"GIS";"General Mills";"EXTANJERA";44,6300010681152
"EXT132";"BAX";"Baxter International";"EXTANJERA";19,6499996185303
"EXT133";"IP";"International Paper";"EXTANJERA";43
"EXT134";"JCI";"Johnson Controls";"EXTANJERA";115,069999694824
"EXT135";"BBWI";"Bath & Body Works";"EXTANJERA";21,4500007629395
"EXT136";"MGM";"MGM Resorts International";"EXTANJERA";34,0999984741211
"EXT137";"ABNB";"Airbnb Inc.";"EXTANJERA";133,389999389648
"EXT138";"KIM";"Kimco Realty";"EXTANJERA";20,8500003814697
"EXT139";"TMUS";"T‑Mobile US";"EXTANJERA";187,960006713867
"EXT140";"AIG";"American International Group";"EXTANJERA";73,7900009155273
"EXT141";"MTCH";"Match Group";"EXTANJERA";32,0800018310547
"EXT142";"BRK-B";"Berkshire Hathaway Class B";"EXTANJERA";483,470001220703
"EXT143";"EW";"Edwards Lifesciences";"EXTANJERA";84,2699966430664
"EXT144";"IBM";"IBM";"EXTANJERA";296,329986572266
"EXT145";"NI";"NiSource";"EXTANJERA";43,9099998474121
"EXT146";"WY";"Weyerhaeuser";"EXTANJERA";26,6000003814697
"EXT147";"BEN";"Franklin Resources";"EXTANJERA";25,5499992370605
"EXT148";"XEL";"Xcel Energy";"EXTANJERA";75,7300033569336
"EXT149";"DXCM";"DexCom";"EXTANJERA";73,3399963378906
"EXT150";"HON";"Honeywell International";"EXTANJERA";221,160003662109
"EXT151";"BK";"Bank of New York Mellon";"EXTANJERA";119,019996643066
"EXT152";"CTSH";"Cognizant Technology Solutions";"EXTANJERA";85,6100006103516
"EXT153";"SYF";"Synchrony Financial";"EXTANJERA";77,5100021362305
"EXT154";"GEN";"Gen Digital";"EXTANJERA";25,6299991607666
"EXT155";"PLD";"Prologis";"EXTANJERA";126,430000305176
"EXT156";"SEDG";"SolarEdge Technologies";"EXTANJERA";34,4099998474121
"EXT157";"TPR";"Tapestry";"EXTANJERA";126,180000305176
"EXT158";"MMM";"3M Company";"EXTANJERA";159,520004272461
"EXT159";"FE";"FirstEnergy";"EXTANJERA";46,7700004577637
"EXT160";"INVH";"Invitation Homes";"EXTANJERA";26,8999996185303
"EXT161";"HD";"Home Depot";"EXTANJERA";386,529998779297
"EXT162";"CTVA";"Corteva";"EXTANJERA";72,629997253418
"EXT163";"FIS";"Fidelity National Information Services";"EXTANJERA";59,0999984741211
"EXT164";"ADM";"Archer Daniels Midland";"EXTANJERA";67,370002746582
"EXT165";"ADI";"Analog Devices";"EXTANJERA";304,010009765625
"EXT166";"SRE";"Sempra";"EXTANJERA";86,6999969482422
"EXT167";"EL";"Estée Lauder Companies";"EXTANJERA";116,389999389648
"EXT168";"AMCR";"Amcor";"EXTANJERA";44,5299987792969
"EXT169";"ADBE";"Adobe Inc.";"EXTANJERA";304,720001220703
"EXT170";"CPB";"Campbell Soup";"EXTANJERA";27,1399993896484
"EXT171";"MCD";"McDonald's Corporation";"EXTANJERA";312,950012207031
"EXT172";"EOG";"EOG Resources";"EXTANJERA";107,599998474121
"EXT173";"OKE";"ONEOK";"EXTANJERA";77,5
"EXT174";"LLY";"Eli Lilly";"EXTANJERA";1062,75
"EXT175";"FOXA";"Fox Corporation Class A";"EXTANJERA";72,7200012207031
"EXT176";"FISV";"Fiserv";"EXTANJERA";67,1500015258789
"EXT177";"DLTR";"Dollar Tree";"EXTANJERA";125,400001525879
"EXT178";"DHR";"Danaher";"EXTANJERA";236,710006713867
"EXT179";"BBY";"Best Buy";"EXTANJERA";66,75
"EXT180";"DG";"Dollar General";"EXTANJERA";150,330001831055
"EXT181";"DUK";"Duke Energy";"EXTANJERA";118,779998779297
"EXT182";"AEP";"American Electric Power";"EXTANJERA";118,019996643066
"EXT183";"COF";"Capital One Financial";"EXTANJERA";220,179992675781
"EXT184";"ACN";"Accenture";"EXTANJERA";280,709991455078
"EXT185";"ETR";"Entergy";"EXTANJERA";94,9700012207031
"EXT186";"GEHC";"GE HealthCare";"EXTANJERA";80,2699966430664
"EXT187";"FTV";"Fortive";"EXTANJERA";54,75
"EXT188";"DHI";"D.R. Horton";"EXTANJERA";150
"EXT189";"STX";"Seagate Technology";"EXTANJERA";358,290008544922
"EXT190";"SYY";"Sysco";"EXTANJERA";75,629997253418
"EXT191";"ALB";"Albemarle";"EXTANJERA";189,75
"EXT192";"HRL";"Hormel Foods";"EXTANJERA";24,8500003814697
"EXT193";"VLO";"Valero Energy";"EXTANJERA";183,279998779297
"EXT194";"NWSA";"News Corp Class A";"EXTANJERA";26,8999996185303
"EXT195";"NDAQ";"Nasdaq";"EXTANJERA";98,8899993896484
"EXT196";"ICE";"Intercontinental Exchange";"EXTANJERA";175,100006103516
"EXT197";"CEG";"Constellation Energy";"EXTANJERA";285,269989013672
"EXT198";"CCI";"Crown Castle";"EXTANJERA";87,25
"EXT199";"PGR";"Progressive";"EXTANJERA";208
"EXT200";"APTV";"Aptiv";"EXTANJERA";77,0400009155273
"EXT201";"UNP";"Union Pacific";"EXTANJERA";230,889999389648
"EXT202";"EMR";"Emerson Electric";"EXTANJERA";149,130004882812
"EXT203";"NRG";"NRG Energy";"EXTANJERA";149,929992675781
"EXT204";"AXP";"American Express";"EXTANJERA";363,25
"EXT205";"BF-B";"Brown-Forman Class B";"EXTANJERA";27,4099998474121
"EXT206";"PEG";"Public Service Enterprise Group";"EXTANJERA";79,0500030517578
"EXT207";"CSGP";"CoStar Group";"EXTANJERA";65,8099975585938
"EXT208";"VTR";"Ventas";"EXTANJERA";76,2799987792969
"EXT209";"PSX";"Phillips 66";"EXTANJERA";140,389999389648
"EXT210";"WELL";"Welltower";"EXTANJERA";183,630004882812
"EXT211";"IR";"Ingersoll Rand";"EXTANJERA";86,7900009155273
"EXT212";"LEN";"Lennar";"EXTANJERA";110,580001831055
"EXT213";"HWM";"Howmet Aerospace";"EXTANJERA";215,389999389648
"EXT214";"PCAR";"PACCAR";"EXTANJERA";122,110000610352
"EXT215";"LOW";"Lowe's";"EXTANJERA";277,910003662109
"EXT216";"MA";"Mastercard";"EXTANJERA";527,359985351562
"EXT217";"TER";"Teradyne";"EXTANJERA";231,75
"EXT218";"CAT";"Caterpillar Inc.";"EXTANJERA";635,919982910156
"EXT219";"AMGN";"Amgen Inc.";"EXTANJERA";349,690002441406
"EXT220";"TSN";"Tyson Foods";"EXTANJERA";63,7299995422363
"EXT221";"SWKS";"Skyworks Solutions";"EXTANJERA";59,7599983215332
"EXT222";"BWA";"BorgWarner";"EXTANJERA";47,7700004577637
"EXT223";"MPC";"Marathon Petroleum";"EXTANJERA";172,539993286133
"EXT224";"AMT";"American Tower";"EXTANJERA";179,460006713867
"EXT225";"ROST";"Ross Stores";"EXTANJERA";187,570007324219
"EXT226";"FSLR";"First Solar";"EXTANJERA";242,970001220703
"EXT227";"EA";"Electronic Arts";"EXTANJERA";204,399993896484
"EXT228";"UDR";"UDR";"EXTANJERA";37
"EXT229";"ES";"Eversource Energy";"EXTANJERA";70,3300018310547
"EXT230";"OMC";"Omnicom Group";"EXTANJERA";80,3600006103516
"EXT231";"KMX";"CarMax";"EXTANJERA";45,1399993896484
"EXT232";"ETN";"Eaton";"EXTANJERA";332,279998779297
"EXT233";"GPN";"Global Payments";"EXTANJERA";75,4400024414062
"EXT234";"CMS";"CMS Energy";"EXTANJERA";71,5299987792969
"EXT235";"LKQ";"LKQ Corporation";"EXTANJERA";33,7700004577637
"EXT236";"OTIS";"Otis Worldwide";"EXTANJERA";90,5800018310547
"EXT237";"KMB";"Kimberly-Clark";"EXTANJERA";101,139999389648
"EXT238";"LULU";"Lululemon Athletica";"EXTANJERA";192,789993286133
"EXT239";"RCL";"Royal Caribbean Group";"EXTANJERA";293,149993896484
"EXT240";"CF";"CF Industries";"EXTANJERA";91,6500015258789
"EXT241";"GS";"Goldman Sachs Group";"EXTANJERA";931,859985351562
"EXT242";"BALL";"Ball Corporation";"EXTANJERA";57,2099990844727
"EXT243";"WEC";"WEC Energy Group";"EXTANJERA";109,699996948242
"EXT244";"CAH";"Cardinal Health";"EXTANJERA";210,929992675781
"EXT245";"EVRG";"Evergy";"EXTANJERA";76,5899963378906
"EXT246";"MKC";"McCormick & Company";"EXTANJERA";60,9700012207031
"EXT247";"AFL";"Aflac";"EXTANJERA";108,940002441406
"EXT248";"ED";"Consolidated Edison";"EXTANJERA";104,589996337891
"EXT249";"COST";"Costco Wholesale";"EXTANJERA";977,669982910156
"EXT250";"STT";"State Street";"EXTANJERA";127,589996337891
"EXT251";"MMC";"Marsh McLennan";"EXTANJERA";183,660003662109
"EXT252";"CME";"CME Group";"EXTANJERA";284,049987792969
"EXT253";"YUM";"Yum! Brands";"EXTANJERA";152,820007324219
"EXT254";"PAYX";"Paychex";"EXTANJERA";106,190002441406
"EXT255";"PNC";"PNC Financial Services";"EXTANJERA";220,75
"EXT256";"FANG";"Diamondback Energy";"EXTANJERA";153,520004272461
"EXT257";"PHM";"PulteGroup";"EXTANJERA";125,069999694824
"EXT258";"ILMN";"Illumina Inc.";"EXTANJERA";153
"EXT259";"INCY";"Incyte";"EXTANJERA";102,580001831055
"EXT260";"FMC";"FMC Corporation";"EXTANJERA";16,1299991607666
"EXT261";"MAS";"Masco";"EXTANJERA";68,5899963378906
"EXT262";"TMO";"Thermo Fisher Scientific";"EXTANJERA";626,619995117188
"EXT263";"HOLX";"Hologic";"EXTANJERA";75,1900024414062
"EXT264";"LIN";"Linde plc";"EXTANJERA";455,029998779297
"EXT265";"EQR";"Equity Residential";"EXTANJERA";62,1199989318848
"EXT266";"EXPE";"Expedia Group";"EXTANJERA";269,489990234375
"EXT267";"NTAP";"NetApp";"EXTANJERA";98,8099975585938
"EXT268";"DLR";"Digital Realty";"EXTANJERA";161,570007324219
"EXT269";"ZS";"Zscaler";"EXTANJERA";214,550003051758
"EXT270";"WRB";"W.R. Berkley";"EXTANJERA";66,879997253418
"EXT271";"CMA";"Comerica";"EXTANJERA";94,2099990844727
"EXT272";"A";"Agilent Technologies";"EXTANJERA";135,649993896484
"EXT273";"LNT";"Alliant Energy";"EXTANJERA";67,0100021362305
"EXT274";"BDX";"Becton Dickinson";"EXTANJERA";203,419998168945
"EXT275";"ACGL";"Arch Capital Group";"EXTANJERA";93,6999969482422
"EXT276";"PPG";"PPG Industries";"EXTANJERA";112,650001525879
"EXT277";"ROL";"Rollins";"EXTANJERA";63,2599983215332
"EXT278";"TEL";"TE Connectivity";"EXTANJERA";225,490005493164
"EXT279";"AKAM";"Akamai Technologies";"EXTANJERA";98,6600036621094
"EXT280";"ADP";"Automatic Data Processing";"EXTANJERA";258,170013427734
"EXT281";"CHD";"Church & Dwight";"EXTANJERA";91,9300003051758
"EXT282";"CDNS";"Cadence Design Systems";"EXTANJERA";322,019989013672
"EXT283";"BLDR";"Builders FirstSource";"EXTANJERA";119,190002441406
"EXT284";"ODFL";"Old Dominion Freight Line";"EXTANJERA";173,990005493164
"EXT285";"FDX";"FedEx";"EXTANJERA";304,470001220703
"EXT286";"WM";"Waste Management";"EXTANJERA";230,25
"EXT287";"SHW";"Sherwin-Williams";"EXTANJERA";348,329986572266
"EXT288";"HSY";"Hershey";"EXTANJERA";189,970001220703
"EXT289";"IFF";"International Flavors & Fragrances";"EXTANJERA";74,0299987792969
"EXT290";"SWK";"Stanley Black & Decker";"EXTANJERA";81,8000030517578
"EXT291";"BRO";"Brown & Brown";"EXTANJERA";79,620002746582
"EXT292";"STZ";"Constellation Brands";"EXTANJERA";161,550003051758
"EXT293";"ISRG";"Intuitive Surgical";"EXTANJERA";528,809997558594
"EXT294";"HAS";"Hasbro";"EXTANJERA";89,4100036621094
"EXT295";"COO";"Cooper Companies";"EXTANJERA";80,9000015258789
"EXT296";"CBRE";"CBRE Group";"EXTANJERA";170,309997558594
"EXT297";"TRGP";"Targa Resources";"EXTANJERA";192,520004272461
"EXT298";"BG";"Bunge";"EXTANJERA";113,889999389648
"EXT299";"CB";"Chubb";"EXTANJERA";303,489990234375
"EXT300";"CI";"Cigna";"EXTANJERA";280,410003662109
"EXT301";"CE";"Celanese";"EXTANJERA";47,5299987792969
"EXT302";"AEE";"Ameren";"EXTANJERA";103,25
"EXT303";"CTAS";"Cintas Corporation";"EXTANJERA";193,889999389648
"EXT304";"TTWO";"Take‑Two Interactive";"EXTANJERA";245,630004882812
"EXT305";"HUM";"Humana";"EXTANJERA";263,630004882812
"EXT306";"ZBH";"Zimmer Biomet";"EXTANJERA";87,3199996948242
"EXT307";"HIG";"Hartford Financial";"EXTANJERA";130,740005493164
"EXT308";"INTU";"Intuit";"EXTANJERA";561,77001953125
"EXT309";"IRM";"Iron Mountain";"EXTANJERA";93,8399963378906
"EXT310";"ZION";"Zions Bancorporation";"EXTANJERA";59,1800003051758
"EXT311";"PRU";"Prudential Financial";"EXTANJERA";108,980003356934
"EXT312";"ALL";"Allstate";"EXTANJERA";196,020004272461
"EXT313";"QRVO";"Qorvo";"EXTANJERA";82,5
"EXT314";"SPG";"Simon Property Group";"EXTANJERA";185,330001831055
"EXT315";"SEE";"Sealed Air";"EXTANJERA";41,810001373291
"EXT316";"MAR";"Marriott International";"EXTANJERA";316,700012207031
